lane_count,speed_limit_kmph,blackspot_score,latitude,longitude,day_of_week,hour_of_day,vehicle_count_per_hr,avg_speed_kmph,green_duration_s,red_duration_s,yellow_duration_s,cycle_time_s,violations_count,veh_count_at_accident,accident_occurred,vehicles_involved
1.0,70.0,0.127,17.382975,78.327343,0.0,19.0,142.0,46.6,68.0,55.0,5.0,128.0,1.0,142.0,False,3.0
1.0,70.0,0.127,17.382975,78.327343,0.0,20.0,148.0,36.2,60.0,77.0,6.0,143.0,1.0,148.0,False,3.0
1.0,70.0,0.127,17.382975,78.327343,0.0,21.0,182.0,35.0,40.0,96.0,5.0,137.0,0.0,182.0,False,3.0
1.0,70.0,0.127,17.382975,78.327343,0.0,22.0,145.0,48.0,60.0,77.0,6.0,143.0,1.0,145.0,False,3.0
1.0,70.0,0.127,17.382975,78.327343,0.0,23.0,240.0,35.2,56.0,50.5,3.5,118.375,0.0,240.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,0.0,641.0,22.9,42.0,50.5,6.0,118.375,1.0,641.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,1.0,395.0,38.3,67.0,102.5,4.0,167.375,1.0,395.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,2.0,681.0,36.9,64.0,102.5,7.0,167.375,1.0,681.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,3.0,621.0,25.8,70.0,102.5,5.0,167.375,0.0,621.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,4.0,380.0,36.0,79.0,50.5,7.5,123.0,2.5,380.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,5.0,266.0,36.5,80.0,50.5,4.0,118.375,2.0,266.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,6.0,482.0,23.6,40.0,70.0,6.0,118.375,2.0,482.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,7.0,625.0,23.6,60.0,77.0,6.0,143.0,1.0,625.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,8.0,941.0,34.8,60.0,50.5,6.0,118.375,2.0,941.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,9.0,778.0,25.7,60.0,77.0,6.0,143.0,1.0,778.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,10.0,1745.0,19.2,40.0,71.0,6.0,118.375,0.0,1745.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,11.0,828.0,23.8,53.0,71.0,7.0,131.0,1.0,828.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,12.0,562.0,27.8,65.0,50.5,7.0,118.375,0.0,562.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,13.0,403.0,33.3,76.0,63.0,7.0,146.0,1.0,403.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,14.0,425.0,31.8,41.0,102.5,7.0,152.0,1.0,425.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,15.0,318.0,23.2,48.0,87.0,7.0,142.0,0.0,318.0,True,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,16.0,455.0,27.3,40.0,100.0,7.0,139.0,0.0,455.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,17.0,455.0,28.4,40.0,50.5,3.5,118.375,2.0,455.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,18.0,1028.0,20.6,80.0,50.5,6.0,129.0,2.0,1028.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,19.0,997.0,26.3,80.0,58.0,5.0,151.0,0.0,997.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,20.0,1521.0,5.4,65.0,102.5,7.0,167.375,0.0,1521.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,21.0,1163.0,13.4,40.0,64.0,6.0,118.375,0.0,1163.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,22.0,2419.625,21.6,80.0,50.5,7.5,124.0,1.0,2422.5,False,3.0
3.0,57.0,0.054,17.49577,78.511705,1.0,23.0,181.0,34.2,66.0,102.5,3.5,167.375,2.0,181.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,0.0,480.0,38.3,80.0,100.0,7.5,167.375,1.0,480.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,1.0,288.0,23.6,71.0,67.0,7.5,148.0,2.0,288.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,2.0,2419.625,23.0,67.0,50.5,6.0,118.375,1.0,2422.5,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,3.0,809.0,10.5,40.0,97.0,6.0,140.0,0.0,809.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,4.0,460.0,34.4,76.0,77.0,7.0,160.0,0.0,460.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,5.0,196.0,23.6,50.0,102.5,7.0,166.0,0.0,196.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,6.0,764.0,25.7,40.0,102.0,7.0,141.0,1.0,764.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,7.0,180.0,47.4,48.0,102.0,3.5,153.0,1.0,180.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,8.0,1253.0,15.0,60.0,77.0,6.0,143.0,1.0,1253.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,9.0,661.0,25.8,74.0,53.0,7.0,134.0,0.0,661.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,10.0,2341.0,25.4,80.0,84.0,5.0,167.375,1.0,2341.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,11.0,1138.0,20.5,42.0,50.5,7.0,118.375,0.0,1138.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,12.0,427.0,30.6,66.0,57.0,7.0,130.0,1.0,427.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,13.0,466.0,28.8,40.0,50.5,3.5,118.375,0.0,466.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,14.0,650.0,16.0,40.0,70.0,6.0,118.375,0.0,650.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,15.0,353.0,25.4,51.0,50.5,6.0,118.375,0.0,353.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,16.0,399.0,44.3,78.0,60.0,3.5,141.0,2.5,399.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,17.0,1263.0,29.2,80.0,72.0,7.0,163.0,1.0,1263.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,18.0,539.0,34.7,78.0,65.0,7.0,150.0,1.0,539.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,19.0,1622.0,21.9,40.0,50.5,4.0,118.375,1.0,1622.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,20.0,1654.0,27.5,41.0,63.0,7.5,118.375,1.0,1654.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,21.0,2226.0,13.5,80.0,102.5,7.5,167.375,0.0,2226.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,22.0,431.0,27.7,72.0,100.0,6.0,167.375,1.0,431.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,2.0,23.0,792.0,30.7,80.0,63.0,7.5,163.0,0.0,792.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,0.0,1539.0,19.4,40.0,84.0,7.5,118.375,1.0,1539.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,1.0,512.0,22.4,80.0,75.0,6.0,167.375,0.0,512.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,2.0,674.0,18.3,42.0,50.5,3.5,118.375,0.0,674.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,3.0,511.0,23.6,80.0,73.0,7.0,167.375,2.0,511.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,4.0,210.0,44.8,80.0,50.5,7.5,126.0,2.0,210.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,5.0,558.0,28.5,72.0,50.5,6.0,118.375,0.0,558.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,6.0,426.0,23.6,71.0,50.5,3.5,124.0,2.5,426.0,True,7.0
3.0,57.0,0.054,17.49577,78.511705,3.0,7.0,392.0,39.4,67.0,100.0,6.0,167.375,0.0,392.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,8.0,0.0,0.0,40.0,102.5,4.0,143.0,1.0,0.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,9.0,1556.0,23.6,40.0,102.5,3.5,144.0,0.0,1556.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,10.0,2188.0,13.7,79.0,55.0,7.0,141.0,2.0,2188.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,11.0,710.0,28.0,40.0,88.0,6.0,121.0,1.0,710.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,12.0,240.0,32.7,65.0,50.5,3.5,118.375,1.0,240.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,13.0,326.0,27.7,72.0,53.0,6.0,131.0,1.0,326.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,14.0,444.0,36.5,40.0,102.5,6.0,139.0,1.0,444.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,15.0,704.0,31.5,65.0,100.0,5.0,167.375,2.5,704.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,16.0,321.0,38.4,80.0,65.0,5.0,156.0,0.0,321.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,17.0,652.0,32.0,66.0,84.0,3.5,153.0,1.0,652.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,18.0,769.0,23.7,40.0,75.0,6.0,118.375,1.0,769.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,19.0,1210.0,12.4,60.0,77.0,6.0,143.0,1.0,1210.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,20.0,788.0,9.4,43.0,102.5,6.0,155.0,1.0,788.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,21.0,725.0,31.4,46.0,102.5,7.0,159.0,1.0,725.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,22.0,578.0,31.5,61.0,102.5,7.0,167.375,2.5,578.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,3.0,23.0,373.0,31.1,40.0,77.0,6.0,143.0,1.0,373.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,0.0,1053.0,5.6,80.0,102.0,6.0,167.375,1.0,1053.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,1.0,593.0,28.7,43.0,86.0,7.5,139.0,1.0,593.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,2.0,274.0,41.2,40.0,102.5,7.5,157.0,1.0,274.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,3.0,377.0,30.2,80.0,97.0,7.0,167.375,0.0,377.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,4.0,296.0,37.6,80.0,102.5,7.5,167.375,2.0,296.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,5.0,285.0,33.4,66.0,101.0,4.0,167.375,1.0,285.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,6.0,516.0,21.4,40.0,50.5,7.0,118.375,1.0,516.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,7.0,257.0,47.5,55.0,100.0,7.0,162.0,2.0,257.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,8.0,1663.0,8.8,40.0,66.0,3.5,118.375,1.0,1663.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,9.0,1459.0,18.0,40.0,80.0,7.0,127.0,0.0,1459.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,10.0,1100.0,11.2,80.0,82.0,3.5,167.375,2.5,1100.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,11.0,1686.0,20.6,40.0,102.5,3.5,154.0,2.0,1686.0,True,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,12.0,546.0,20.9,40.0,53.0,7.0,118.375,1.0,546.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,13.0,294.0,35.1,44.0,70.0,4.0,118.375,2.0,294.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,14.0,224.0,44.1,65.0,70.0,5.0,140.0,1.0,224.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,15.0,527.0,40.1,75.0,50.5,3.5,118.375,1.0,527.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,16.0,358.0,29.7,63.0,99.0,6.0,167.375,1.0,358.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,17.0,1603.0,21.6,55.0,95.0,5.0,155.0,1.0,1603.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,18.0,1009.0,29.8,40.0,50.5,3.5,118.375,2.0,1009.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,19.0,921.0,23.1,54.0,102.5,6.0,167.375,2.0,921.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,20.0,1184.0,30.0,60.0,77.0,6.0,143.0,1.0,1184.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,21.0,705.0,37.9,58.0,73.0,7.5,140.0,1.0,705.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,22.0,440.0,23.8,60.0,77.0,6.0,143.0,1.0,440.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,4.0,23.0,448.0,27.9,62.0,50.5,7.0,118.375,0.0,448.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,0.0,819.0,25.8,60.0,77.0,6.0,143.0,1.0,819.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,1.0,282.0,20.8,40.0,87.0,4.0,118.375,0.0,282.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,2.0,470.0,36.2,60.0,77.0,6.0,143.0,1.0,470.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,3.0,560.0,37.9,55.0,50.5,7.0,118.375,2.5,560.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,4.0,551.0,35.2,40.0,91.0,7.5,129.0,0.0,551.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,5.0,670.0,32.1,54.0,94.0,7.0,155.0,1.0,670.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,6.0,401.0,29.5,49.0,95.0,5.0,149.0,0.0,401.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,7.0,650.0,26.0,40.0,61.0,6.0,118.375,0.0,650.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,8.0,789.0,34.3,73.0,96.0,7.0,167.375,0.0,789.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,9.0,515.0,34.1,60.0,77.0,6.0,143.0,1.0,515.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,10.0,638.0,30.0,41.0,58.0,7.0,118.375,0.0,638.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,11.0,615.0,31.4,67.0,102.5,6.0,167.375,1.0,615.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,12.0,464.0,36.9,75.0,102.5,4.0,167.375,0.0,464.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,13.0,883.0,35.3,60.0,77.0,6.0,143.0,1.0,883.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,14.0,446.0,32.1,76.0,102.5,3.5,167.375,0.0,446.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,15.0,420.0,34.6,73.0,51.0,7.0,131.0,1.0,420.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,16.0,426.0,41.5,72.0,102.5,4.0,167.375,2.5,426.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,17.0,568.0,23.6,54.0,55.0,7.0,118.375,1.0,568.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,18.0,833.0,36.1,80.0,50.5,3.5,134.0,0.0,833.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,19.0,1486.0,18.9,40.0,50.5,4.0,118.375,1.0,1486.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,20.0,615.0,31.8,66.0,50.5,7.5,118.375,0.0,615.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,21.0,965.0,24.7,66.0,82.0,7.5,157.0,0.0,965.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,22.0,334.0,37.7,77.0,102.5,7.0,167.375,1.0,334.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,5.0,23.0,863.0,20.2,40.0,83.0,6.0,124.0,1.0,863.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,0.0,376.0,24.6,66.0,66.0,6.0,138.0,0.0,376.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,1.0,709.0,29.3,80.0,53.0,6.0,142.0,1.0,709.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,2.0,773.0,17.7,52.0,50.5,3.5,118.375,1.0,773.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,3.0,458.0,30.1,40.0,53.0,7.5,118.375,2.5,458.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,4.0,227.0,29.5,49.0,89.0,7.5,148.0,1.0,227.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,5.0,291.0,39.4,80.0,102.5,6.0,167.375,1.0,291.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,6.0,164.0,53.2,66.0,81.0,7.0,154.0,1.0,164.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,7.0,735.0,24.7,51.0,102.0,3.5,156.0,2.0,735.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,8.0,1533.0,18.9,41.0,50.5,7.0,118.375,1.0,1533.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,9.0,582.0,23.6,64.0,50.5,3.5,118.375,0.0,582.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,10.0,2040.0,5.0,60.0,77.0,6.0,143.0,1.0,2040.0,True,8.0
3.0,57.0,0.054,17.49577,78.511705,6.0,11.0,1445.0,11.2,80.0,50.5,7.0,138.0,1.0,1445.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,12.0,812.0,14.6,40.0,102.0,4.0,142.0,2.0,812.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,13.0,347.0,35.2,40.0,93.0,3.5,134.0,2.0,347.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,14.0,841.0,23.1,50.0,50.5,4.0,118.375,2.0,841.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,15.0,441.0,36.2,47.0,102.5,7.0,160.0,1.0,441.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,16.0,424.0,30.6,60.0,77.0,6.0,143.0,1.0,424.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,17.0,396.0,41.3,71.0,79.0,6.0,156.0,0.0,396.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,18.0,692.0,32.3,67.0,102.5,4.0,167.375,1.0,692.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,19.0,560.0,30.0,49.0,54.0,3.5,118.375,2.5,560.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,20.0,828.0,16.9,70.0,78.0,6.0,154.0,1.0,828.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,21.0,434.0,39.7,40.0,85.0,7.5,131.0,2.0,434.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,22.0,505.0,26.1,60.0,77.0,6.0,143.0,1.0,505.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,6.0,23.0,981.0,23.6,60.0,50.5,5.0,118.375,0.0,981.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,0.0,338.0,42.6,41.0,50.5,7.5,118.375,2.0,338.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,1.0,628.0,28.3,55.0,50.5,5.0,118.375,0.0,628.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,2.0,967.0,16.4,67.0,102.5,4.0,167.375,2.5,967.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,3.0,807.0,20.0,80.0,76.0,7.5,167.375,2.0,807.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,4.0,737.0,18.7,40.0,91.0,6.0,134.0,2.0,737.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,5.0,940.0,28.2,49.0,102.0,4.0,155.0,0.0,940.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,6.0,483.0,41.5,80.0,78.0,3.5,166.0,1.0,483.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,7.0,560.0,34.8,40.0,68.0,4.0,118.375,1.0,560.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,8.0,2244.0,15.0,40.0,83.0,4.0,124.0,0.0,2244.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,9.0,1168.0,20.9,66.0,50.5,3.5,118.375,2.0,1168.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,10.0,1317.0,11.6,40.0,102.5,5.0,151.0,1.0,1317.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,11.0,1385.0,22.9,40.0,93.0,7.0,129.0,0.0,1385.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,12.0,317.0,41.6,61.0,70.0,6.0,137.0,1.0,317.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,13.0,390.0,36.2,40.0,54.0,7.0,118.375,1.0,390.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,14.0,646.0,35.7,60.0,77.0,6.0,143.0,1.0,646.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,15.0,363.0,23.6,60.0,77.0,6.0,143.0,1.0,363.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,16.0,693.0,29.2,68.0,102.5,6.0,167.375,0.0,693.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,17.0,646.0,30.9,80.0,102.5,7.0,167.375,1.0,646.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,18.0,1927.0,10.0,40.0,99.0,4.0,129.0,0.0,1927.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,19.0,1064.0,30.6,80.0,70.0,3.5,161.0,1.0,1064.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,20.0,1791.0,15.8,40.0,54.0,3.5,118.375,1.0,1791.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,21.0,921.0,18.4,79.0,102.5,5.0,167.375,1.0,921.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,22.0,385.0,27.0,40.0,102.5,7.5,146.0,1.0,385.0,False,3.0
3.0,57.0,0.054,17.49577,78.511705,0.0,23.0,373.0,32.8,40.0,51.0,3.5,118.375,2.5,373.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,0.0,991.0,12.2,60.0,77.0,6.0,143.0,1.0,991.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,1.0,594.0,24.0,60.0,77.0,6.0,143.0,1.0,594.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,2.0,870.0,17.7,60.0,77.0,6.0,143.0,1.0,870.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,3.0,394.0,16.3,60.0,77.0,6.0,143.0,1.0,394.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,4.0,450.0,16.5,60.0,77.0,6.0,143.0,1.0,450.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,5.0,1048.0,16.7,60.0,77.0,6.0,143.0,1.0,1048.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,6.0,2410.0,23.6,60.0,77.0,6.0,143.0,1.0,2410.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,7.0,657.0,20.0,60.0,77.0,6.0,143.0,1.0,657.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,8.0,2064.0,23.6,60.0,77.0,6.0,143.0,1.0,2064.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,9.0,1065.0,23.6,60.0,77.0,6.0,143.0,1.0,1065.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,10.0,2214.0,7.5,60.0,77.0,6.0,143.0,1.0,2214.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,11.0,1639.0,8.0,60.0,77.0,6.0,143.0,1.0,1639.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,12.0,249.0,26.5,60.0,77.0,6.0,143.0,1.0,249.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,13.0,270.0,33.3,60.0,77.0,6.0,143.0,1.0,270.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,14.0,336.0,22.5,60.0,77.0,6.0,143.0,1.0,336.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,15.0,360.0,30.6,60.0,77.0,6.0,143.0,1.0,360.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,16.0,336.0,25.4,60.0,77.0,6.0,143.0,1.0,336.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,17.0,895.0,13.4,60.0,77.0,6.0,143.0,1.0,895.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,18.0,1791.0,8.0,60.0,77.0,6.0,143.0,1.0,1791.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,19.0,2099.0,10.0,60.0,77.0,6.0,143.0,1.0,2099.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,20.0,2419.625,5.0,60.0,77.0,6.0,143.0,1.0,2422.5,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,21.0,1120.0,16.7,60.0,77.0,6.0,143.0,1.0,1120.0,True,2.0
4.0,47.0,0.228,17.258487,78.409001,1.0,22.0,567.0,23.6,60.0,77.0,6.0,143.0,1.0,567.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,1.0,23.0,492.0,23.5,60.0,77.0,6.0,143.0,1.0,492.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,2.0,0.0,509.0,29.4,60.0,77.0,6.0,143.0,1.0,509.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,2.0,1.0,491.0,16.5,60.0,77.0,6.0,143.0,1.0,491.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,2.0,2.0,552.0,23.5,60.0,77.0,6.0,143.0,1.0,552.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,2.0,3.0,641.0,16.5,60.0,77.0,6.0,143.0,1.0,641.0,False,3.0
4.0,47.0,0.228,17.258487,78.409001,2.0,4.0,211.0,33.8,60.0,77.0,6.0,143.0,1.0,211.0,False,3.0
